TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量,Rains
2024/05/26,19:25,0,1,01F0578S,01F0633S,32,93,23,
2024/05/26,19:25,0,1,01F0578S,01F0633S,41,93,2,
2024/05/26,19:25,0,1,01F0578S,01F0633S,42,86,4,
2024/05/26,19:25,0,1,01F0578S,01F0633S,5,86,3,
2024/05/26,19:25,0,1,01F0633S,01F0664S,31,93,178,
2024/05/26,19:25,0,1,01F0633S,01F0664S,32,90,31,
2024/05/26,19:25,0,1,01F0633S,01F0664S,41,91,2,
2024/05/26,19:25,0,1,01F0633S,01F0664S,42,90,4,
2024/05/26,19:25,0,1,01F0633S,01F0664S,5,73,8,
2024/05/26,19:25,0,1,01F0633N,01H0579N,31,81,40,
2024/05/26,19:25,0,1,01F0633N,01H0579N,32,72,8,
2024/05/26,19:25,0,1,01F0633N,01H0579N,41,79,5,
2024/05/26,19:25,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,19:25,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:25,0,1,01F0578S,01H0610S,31,82,58,
2024/05/26,19:25,0,1,01F0578S,01H0610S,32,82,14,
2024/05/26,19:25,0,1,01F0578S,01H0610S,41,86,2,
2024/05/26,19:25,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:25,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:30,0,1,01F0584N,01F0557N,31,90,228,
2024/05/26,19:30,0,1,01F0584N,01F0557N,32,86,37,
2024/05/26,19:30,0,1,01F0584N,01F0557N,41,86,10,
2024/05/26,19:30,0,1,01F0584N,01F0557N,42,79,3,
2024/05/26,19:30,0,1,01F0584N,01F0557N,5,82,3,
2024/05/26,19:30,0,1,01F0633N,01F0584N,31,86,165,
2024/05/26,19:30,0,1,01F0633N,01F0584N,32,86,29,
2024/05/26,19:30,0,1,01F0633N,01F0584N,41,82,7,
2024/05/26,19:30,0,1,01F0633N,01F0584N,42,79,3,
2024/05/26,19:30,0,1,01F0633N,01F0584N,5,82,4,
2024/05/26,19:30,0,1,01F0578S,01F0633S,31,90,165,
2024/05/26,19:30,0,1,01F0578S,01F0633S,32,82,24,
2024/05/26,19:30,0,1,01F0578S,01F0633S,41,82,2,
2024/05/26,19:30,0,1,01F0578S,01F0633S,42,86,9,
2024/05/26,19:30,0,1,01F0578S,01F0633S,5,68,1,
2024/05/26,19:30,0,1,01F0633S,01F0664S,31,90,180,
2024/05/26,19:30,0,1,01F0633S,01F0664S,32,86,25,
2024/05/26,19:30,0,1,01F0633S,01F0664S,41,86,4,
2024/05/26,19:30,0,1,01F0633S,01F0664S,42,82,8,
2024/05/26,19:30,0,1,01F0633S,01F0664S,5,0,0,
2024/05/26,19:30,0,1,01F0633N,01H0579N,31,86,32,
2024/05/26,19:30,0,1,01F0633N,01H0579N,32,82,7,
2024/05/26,19:30,0,1,01F0633N,01H0579N,41,0,0,
2024/05/26,19:30,0,1,01F0633N,01H0579N,42,86,1,
2024/05/26,19:30,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:30,0,1,01F0578S,01H0610S,31,82,49,
2024/05/26,19:30,0,1,01F0578S,01H0610S,32,82,14,
2024/05/26,19:30,0,1,01F0578S,01H0610S,41,86,2,
2024/05/26,19:30,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:30,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:35,0,1,01F0584N,01F0557N,31,86,220,
2024/05/26,19:35,0,1,01F0584N,01F0557N,32,90,43,
2024/05/26,19:35,0,1,01F0584N,01F0557N,41,86,10,
2024/05/26,19:35,0,1,01F0584N,01F0557N,42,82,3,
2024/05/26,19:35,0,1,01F0584N,01F0557N,5,72,3,
2024/05/26,19:35,0,1,01F0633N,01F0584N,31,90,184,
2024/05/26,19:35,0,1,01F0633N,01F0584N,32,90,31,
2024/05/26,19:35,0,1,01F0633N,01F0584N,41,79,7,
2024/05/26,19:35,0,1,01F0633N,01F0584N,42,88,4,
2024/05/26,19:35,0,1,01F0633N,01F0584N,5,79,3,
2024/05/26,19:35,0,1,01F0578S,01F0633S,31,90,151,
2024/05/26,19:35,0,1,01F0578S,01F0633S,32,86,24,
